제목,기관명,표준직무(NCS),고용형태,대체인력여부,채용구분,공고기간,학력정보,근무지,채용인원,원문URL,등록일,마감일,상태
[내장산] 2025년 내장산국립공원 가을성수기 한시인력(수익시설-탐방안내) 채용 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.29~2025.10.15,학력무관,전북,14명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018101,2025.09.29,2025.10.15,진행중
[한국수자원공사] 물환경관리처 특수직(수질검사) 채용 공고,한국수자원공사,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.29~2025.10.13,학력무관,대전,1명,https://k-water.recruiter.co.kr,2025.09.29,2025.10.13,진행중
제2025-5회 기초과학연구원 중이온가속기연구소 별정직 직원(육아휴직 대체인력) 채용 공고,기초과학연구원,전기.전자,비정규직,예,신입+경력,2025.09.29~2025.10.14,학력무관,대전,1명,https://ibs.recruiter.co.kr/career/home,2025.09.29,2025.10.14,진행중
[한국수자원공사] 광주수도지사 사회형평적 인재 단기계약근로자(수질검사보조) 채용 공고(장애인 제한 채용),한국수자원공사,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.29~2025.10.10,학력무관,경기,1명,https://k-water.recruiter.co.kr,2025.09.29,2025.10.10,진행중
2025년 한국국토정보공사 신입사원 채용 공고,한국국토정보공사,건설,청년인턴(채용형),아니오,신입,2025.09.29~2025.10.14,학력무관,서울/인천/대전/대구/부산/광주/울산/경기/강원/충남/충북/경북/경남/전남/전북/제주/세종,30명,https://www.lx.or.kr/kor/bbs/BBSMSTR_000000000001/317/lst.do,2025.09.29,2025.10.14,진행중
[한국수자원공사] 광주수도지사 단기계약근로자(수돗물 안심서비스 운영 보조) 채용 공고,한국수자원공사,경영.회계.사무/환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.29~2025.10.10,학력무관,경기,1명,https://k-water.recruiter.co.kr,2025.09.29,2025.10.10,진행중
육아휴직 대체직 채용공고(주택관리공단 제주지사),주택관리공단(주),경영.회계.사무,비정규직,예,신입+경력,2025.09.29~2025.10.10,학력무관,제주,1명,www.kohom.or.kr,2025.09.29,2025.10.10,진행중
채용형 인턴 채용공고(주택관리공단 제주지사),주택관리공단(주),건설/기계/전기.전자/환경.에너지.안전,청년인턴(채용형),아니오,신입+경력,2025.09.29~2025.10.10,학력무관,제주,1명,www.kohom.or.kr,2025.09.29,2025.10.10,진행중
경기지사 기간제계약직(육아휴직 대체인력) 채용 공고,(주)한국가스기술공사,기계/전기.전자/환경.에너지.안전,비정규직,예,신입,2025.09.29~2025.10.13,학력무관,경기,1명,https://kogastech.recruiter.co.kr,2025.09.29,2025.10.13,진행중
2025년도 한국고용정보원 2차 계약직(대체인력) 채용 공고,한국고용정보원,사업관리/경영.회계.사무/보건.의료/정보통신/연구,비정규직,예,신입,2025.09.29~2025.10.17,학력무관/대졸(2~3년)/대졸(4년)/석사,충북,12명,https://www.keis.or.kr,2025.09.29,2025.10.17,진행중
한국스포츠과학원 분석연구원 채용공고(국가대표 현장밀착형 스포츠과학지원_5차),서울올림픽기념국민체육진흥공단,연구,비정규직,아니오,신입+경력,2025.09.29~2025.10.13,대졸(4년)/석사,충북,4명,https://www.sports.re.kr/front/board/job/boardView.do?board_seq=115&pageNo=1&menu_seq=+997&con_seq=6468&keyKind3=&keyKind4=&keyKind5=&keyKind6=&keyKind7=&keyKind=TITLE&keyWord=,2025.09.29,2025.10.13,진행중
한전KPS(주)광주전남전력지사 안전팀 단기노무원(안전감시관) 채용,한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.29~2025.10.10,학력무관,광주/전남,1명,https://www.kps.co.kr,2025.09.29,2025.10.10,진행중
2025년 제2차 한국원자력안전재단 직원 채용,한국원자력안전재단,사업관리/경영.회계.사무/환경.에너지.안전/연구,무기계약직/비정규직/청년인턴(체험형)/정규직,예,신입,2025.09.29~2025.10.13,고졸/대졸(2~3년)/대졸(4년)/석사/박사,경기,6명,https://kofons.recruiter.co.kr/appsite/company/index,2025.09.29,2025.10.13,진행중
기간제근로자(대체인력) 채용공고[경기북부본부 파주지사],한국전력공사,전기.전자,비정규직,예,신입,2025.09.29~2025.10.13,학력무관,경기,1명,http://recruit.kepco.co.kr/sangsi,2025.09.29,2025.10.13,진행중
새울2시운전사업소 새울 3_4호기 시운전정비공사 단기노무원(휴직자대체_전기정비보조) 채용공고,한전KPS(주),기계/전기.전자,비정규직,예,신입+경력,2025.09.29~2025.10.15,학력무관,울산,3명,https://www.kps.co.kr,2025.09.29,2025.10.15,진행중
2025년도 일반직(약무_ 행정_ 보건_ 원무기술직) 신규직원 블라인드 공개채용 모집 공고,부산대학교병원,보건.의료,정규직,아니오,신입,2025.09.29~2025.10.14,학력무관,부산,9명,https://pnuh.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=220680,2025.09.29,2025.10.14,진행중
	2025년도 업무지원직(시설지원직) 신규직원 블라인드 공개채용 모집 공고,부산대학교병원,보건.의료,정규직,아니오,신입,2025.09.29~2025.10.14,학력무관,부산,5명,https://pnuh.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=225660,2025.09.29,2025.10.14,진행중
[제2025-74호] 2025년도 제3차 대구광역시발달장애인지원센터 개인별지원팀 기간제 계약직 채용 공고,한국장애인개발원,사회복지.종교,비정규직,아니오,신입+경력,2025.09.29~2025.10.14,학력무관,대구,1명,https://koddicpdd.fairyhr.com,2025.09.29,2025.10.14,진행중
제2025-1회 융합과학 연구클러스터 운영지원팀 별정직 채용 공고,기초과학연구원,경영.회계.사무,비정규직,예,신입,2025.09.29~2025.10.14,학력무관,울산,1명,https://www.ibs.re.kr/prog/recruit/kor/sub04_01/list.do,2025.09.29,2025.10.14,진행중
2025년도 업무지원직(시설지원직) 신규직원 블라인드 공개채용 모집 재공고(양산),부산대학교병원,보건.의료,정규직,아니오,신입,2025.09.29~2025.10.14,학력무관,경남,3명,https://pnuyh.recruiter.co.kr/career/jobs/85366,2025.09.29,2025.10.14,진행중
2025년도 일반직(약무_ 간호_ 시설_ 원무기술직) 신규직원 블라인드 공개채용 모집 공고(양산),부산대학교병원,보건.의료,정규직,아니오,신입,2025.09.29~2025.10.14,학력무관,경남,19명,https://pnuyh.recruiter.co.kr/career/jobs/85351,2025.09.29,2025.10.14,진행중
2025년도 하반기 정규직(보건직-임상병리사) 채용 공고,국민건강보험공단 일산병원,보건.의료,정규직,아니오,경력,2025.09.29~2025.10.13,학력무관,경기,1명,https://nhimc.recruiter.co.kr/appsite/company/index,2025.09.29,2025.10.13,진행중
한전KDN(주) 울산지사 '25년 AMI 통신망 보강공사 일용근로자 모집공고,한전KDN,정보통신,비정규직,아니오,신입+경력,2025.09.29~2025.10.13,학력무관,울산,4명,없음.,2025.09.29,2025.10.13,진행중
제2025-1회 기초과학연구원 마이크로바이옴-체-뇌 생리학 연구단 연구직군 및 박사후연구원 채용 공고,기초과학연구원,연구,비정규직,아니오,신입+경력,2025.09.29~2025.10.14,박사,광주,9명,https://ibs.re.kr/prog/recruit/kor/sub04_01/list.do,2025.09.29,2025.10.14,진행중
한국폴리텍대학 광명융합기술교육원 무기계약직원(영선원) 2차 채용 공고,학교법인한국폴리텍,건설,무기계약직,아니오,신입+경력,2025.09.29~2025.10.10,학력무관,경기,1명,https://www.kopo.ac.kr/gm/board.do?menu=10557&mode=view&post=759242,2025.09.29,2025.10.10,진행중
한전KDN(주) 대전충청지역본부 직할 배전사업팀 작업원 모집공고,한전KDN,전기.전자/정보통신,비정규직,아니오,신입+경력,2025.09.29~2025.10.13,학력무관,대전/충남/세종,2명,/,2025.09.29,2025.10.13,진행중
한국승강기안전공단 2025년 기간제근로자(대체인력_일반행정)채용 공고,한국승강기안전공단,경영.회계.사무/교육.자연.사회과학,비정규직,예,신입,2025.09.29~2025.10.15,학력무관,경남,1명,https://home.koelsa.or.kr/portal/bbs/view.do?mId=0404020000&bIdx=14649&ptIdx=158,2025.09.29,2025.10.15,진행중
한국남부발전(주) 2025년 하반기 체험형인턴 채용공고,한국남부발전(주),경영.회계.사무/건설/기계/화학/전기.전자/정보통신/환경.에너지.안전,청년인턴(체험형),아니오,신입,2025.09.29~2025.10.14,학력무관,인천/부산/강원/경북/경남/제주/세종,100명,https://kospo.machuda.kr,2025.09.29,2025.10.14,진행중
한국남부발전(주) 2025년 제3차 기간제근로자 채용공고,한국남부발전(주),음식서비스,비정규직,예,신입,2025.09.29~2025.10.14,학력무관,강원,1명,https://kospo.machuda.kr,2025.09.29,2025.10.14,진행중
한국남부발전(주) 2025년 하반기 사내변호사 채용공고,한국남부발전(주),법률.경찰.소방.교도.국방,비정규직,아니오,경력,2025.09.29~2025.10.14,학력무관,부산,1명,https://kospo.machuda.kr,2025.09.29,2025.10.14,진행중
한국기술교육대학교 대학혁신지원사업 연구원 채용,한국기술교육대학교,사업관리/경영.회계.사무/연구,비정규직,아니오,신입+경력,2025.09.28~2025.10.12,대졸(4년)/석사,충남,3명,https://www.koreatech.ac.kr/notice/view.es?mid=a10604040000&board_id=150&post_seq=710&prefix_id=,2025.09.28,2025.10.12,진행중
한전KPS(주) 일산사업소 '25년도 안전감시관 단기노무원 채용(3차),한전KPS(주),환경.에너지.안전,비정규직,아니오,경력,2025.09.27~2025.10.17,학력무관,경기,1명,https://www.kps.co.kr,2025.09.27,2025.10.17,진행중
한전KDN(주) 경남사업처 AMI 분야 비정규직 모집공고,한전KDN,전기.전자/정보통신,비정규직,아니오,신입+경력,2025.09.27~2025.10.17,학력무관,경남,1명,없음.,2025.09.27,2025.10.17,진행중
[제2025-5호] 한국생명존중희망재단 제5차 직원 채용 (공개_ 제한경쟁) 공고 / 2025. 10. 10.(금) 18시 까지 접수,한국생명존중희망재단,사회복지.종교,무기계약직/비정규직,아니오,신입+경력,2025.09.26~2025.10.10,학력무관,서울,39명,https://recruit.incruit.com/kfsp,2025.09.26,2025.10.10,진행중
2025년 전남대학교병원 직원(고용직) 공개채용 공고,전남대학교병원,보건.의료,무기계약직,아니오,신입,2025.09.26~2025.10.10,학력무관,광주/전남,29명,https://cnuh.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=229905,2025.09.26,2025.10.10,진행중
2025년 전남대학교병원 직원(수습직) 공개채용 공고,전남대학교병원,보건.의료,정규직,아니오,신입,2025.09.26~2025.10.10,학력무관,광주/전남,32명,https://cnuh.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=229968,2025.09.26,2025.10.10,진행중
한국공공조직은행 2025년 제4차 직원 채용 공고<공개경쟁 및 제한(경력_ 장애인)경쟁>,재단법인 한국공공조직은행,사업관리/경영.회계.사무/보건.의료,비정규직/정규직,아니오,신입+경력,2025.09.26~2025.10.13,학력무관,서울/경기/충북,3명,https://recruit.incruit.com/kptb,2025.09.26,2025.10.13,진행중
[제2025-75호] 2025년도 제3차 중앙장애아동발달장애인지원센터 권익옹호팀 육아휴직 대체인력 채용,한국장애인개발원,경영.회계.사무/법률.경찰.소방.교도.국방,비정규직,예,신입+경력,2025.09.26~2025.10.10,학력무관,서울,1명,https://koddi.fairyhr.com,2025.09.26,2025.10.10,진행중
(재)우체국시설관리단 현장직원 2025년도 10차 통합 채용 공고(기술_ 경비_ 미화),(재)우체국시설관리단,사업관리/경비.청소,무기계약직/비정규직,예,신입+경력,2025.09.26~2025.10.10,학력무관,서울/대전/부산/경기/강원/충북/전남,16명,https://poma.plusrecruit.co.kr,2025.09.26,2025.10.10,진행중
[제2025-17호] 육아정책연구소 무기계약직 행정원 채용,육아정책연구소,경영.회계.사무,무기계약직,아니오,신입+경력,2025.09.26~2025.10.10,학력무관,서울,1명,https://www.kicce.re.kr/main/board/view.do?menu_idx=97&board_idx=53441&manage_idx=65&old_menu_idx=0&old_manage_idx=0&old_board_idx=0&group_depth=0&parent_idx=0&group_idx=0&group_ord=0&viewMode=NORMAL&authKey=&search_type=title&search_text=&rowCount=10&vie,2025.09.26,2025.10.10,진행중
2025년 하반기 통상직 신입사원 채용 공고,대한무역투자진흥공사,경영.회계.사무,정규직,아니오,신입,2025.09.26~2025.10.16,학력무관,서울/인천/대전/대구/부산/광주/울산/경기/강원/충남/충북/경북/경남/전남/전북/제주/세종/해외,30명,http://kotra.careerlink.kr,2025.09.26,2025.10.16,진행중
[세종] 2025년 전문계약직(야간전담약사) 상시채용 공고,충남대학교병원,보건.의료,비정규직,아니오,신입+경력,2025.09.26~2025.12.31,학력무관,세종,1명,https://cnuhinsa.recruiter.co.kr/career/home,2025.09.26,2025.12.31,진행중
한국저작권보호원 2025년 하반기 직원 채용 공고,한국저작권보호원,문화.예술.디자인.방송/정보통신,비정규직/청년인턴(채용형),아니오,신입,2025.09.26~2025.10.13,학력무관,세종,2명,https://kcopa.hrdms.kr/,2025.09.26,2025.10.13,진행중
한계도전 책임PM 초빙 공고 (재공고),한국연구재단,사업관리,비정규직,아니오,신입+경력,2025.09.26~2025.10.16,석사/박사,서울,1명,https://www.nrf.re.kr/page/55?ac=view&searchType=&searchText=&pageNum=1&menuNo=55&boardNo=8&menuTypeCd=MENU_TYPE_02&postNo=251831,2025.09.26,2025.10.16,진행중
한국환경공단 환경시설본부 물인프라처 기간제근로자(촉탁직 다급) 채용 공고,한국환경공단,건설/기계/환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.26~2025.10.13,고졸/대졸(2~3년)/대졸(4년)/석사,인천,1명,https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=85047&cpage=1&rows=10&condition=TITLE&keyword=,2025.09.26,2025.10.13,진행중
[대전보훈병원] 전문의(호흡기내과_ 진단검사의학과_ 외과_ 피부과) 공개채용,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.26~2025.10.10,학력무관,대전,4명,https://daejeon.bohun.or.kr/010intro/05_body_view.php?left=8&postidx=65420&boardid=cbid2&page=1&opt=&keyword=,2025.09.26,2025.10.10,진행중
2025년 한국철도공사 장애인 2차 체험형 인턴사원 채용 공고,한국철도공사,경영.회계.사무/운전.운송,청년인턴(체험형),아니오,신입,2025.09.26~2025.10.10,학력무관,서울/인천/대전/대구/부산/광주/울산/경기/강원/충남/충북/경북/경남/전남/전북/세종,200명,https://info.korail.com,2025.09.26,2025.10.10,진행중
국립공원공단 본사 체험형 청년인턴 채용 공고,국립공원공단,경영.회계.사무,청년인턴(체험형),아니오,신입+경력,2025.09.26~2025.10.10,학력무관,강원,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018096,2025.09.26,2025.10.10,진행중
[대전보훈병원] 정규직(업무지원직(청소)) 및 계약직(보건직(물리치료사)_ 일반기능직(시설)) 공개채용,한국보훈복지의료공단,보건.의료,비정규직/정규직,아니오,신입+경력,2025.09.26~2025.10.10,학력무관,대전,3명,https://daejeon.bohun.or.kr/010intro/05_body_view.php?left=8&postidx=65417&boardid=cbid2&page=1&opt=&keyword=,2025.09.26,2025.10.10,진행중
한국보건사회연구원 정규직 채용 공고(2차),한국보건사회연구원,경영.회계.사무,정규직,아니오,신입,2025.09.26~2025.10.14,학력무관,세종,1명,https://kihasa.recruiter.co.kr,2025.09.26,2025.10.14,진행중
